OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20 
+,9790,9263,5680,7392,6501,3581,3772,398,6690,8870,8083,8438,5929,9184,7215,6500,191,4034,83,7718
+,8940,931,8215,9045,9376,5602,2400,6428,6081,9051,5966,6952,3201,5413,1903,2232,1429,2538,1943,6173
+,1069,7104,8125,7939,3018,5813,8779,958,9243,9224,6028,2398,261,5580,1050,5252,2338,4411,1382,6036
+,7154,9281,5555,1857,5534,3871,4846,4449,8481,6554,860,6980,1810,1053,697,336,4434,3106,919,3866
+,8588,6527,7557,201,816,2959,436,9064,4631,6238,7021,3696,6317,7515,4872,5055,7806,8071,2799,6662
+,5278,8513,2774,5730,7461,3533,8780,9633,9912,700,6100,2050,3069,8575,3421,3116,6876,6326,4364,9359
+,1304,3113,6769,912,778,1646,7227,8646,340,7379,6258,547,9703,7963,8761,4161,2881,6768,7465,7589
+,8144,9119,4485,1365,6721,2968,7366,822,2883,4584,7689,8154,4761,398,7619,8861,9343,5685,4245,9790
+,7696,785,9359,322,6906,1141,7167,9727,2610,186,6533,1507,1220,3440,3578,7245,4392,7842,3145,6135
+,5318,9792,2637,7453,9036,8204,7934,7374,0,7508,4270,4386,3828,9865,3126,8067,2430,353,7287,5541
+,51,8367,8000,9581,8312,8758,5296,7096,7062,4651,7635,5675,8620,7531,9366,2115,9684,4495,7174,7905
+,5021,7781,227,1569,3971,7731,6204,8617,8079,3704,2421,8605,7592,7380,121,583,2417,6842,4892,3326
+,1890,4358,9514,6781,8745,4517,4260,5445,3720,6833,9539,141,1027,3133,3487,9166,5542,3817,1012,1127
+,5251,1791,1911,2404,7285,6736,5055,6856,2825,2278,2249,6467,3095,4022,3677,9859,1500,6645,9140,3687
+,8157,3083,9316,8923,6959,9633,7769,5878,9267,2000,1656,1423,6812,1296,7975,8633,3574,7466,3327,7622
+,2632,481,8887,7105,8790,8226,6129,2512,5646,3428,9353,3364,4754,2392,4693,2708,6298,7286,2402,5824
+,6480,7001,4699,3206,6546,4490,6819,2503,1667,2083,7871,8130,4592,4844,6989,2380,6260,3059,683,1207
+,2359,8443,6230,5476,7714,844,3463,8517,7776,8282,8769,8262,9463,6320,2694,830,8026,1328,8246,927
+,2445,7190,1617,1233,8091,5147,378,4650,3697,1965,4133,2308,4156,7550,3002,9847,950,4660,5000,5366
+,2599,3877,8094,5600,6097,5558,6048,1574,5192,5485,1025,2881,2477,8708,6431,4039,4666,4295,7489,5033
+,4698,639,8665,841,8572,5224,7116,6961,739,1,1670,795,9554,5908,2579,1010,5650,7423,2777,5066
+,7844,128,1784,9319,2419,7402,6409,7917,5566,5154,200,5803,9555,7809,4157,6762,5474,5890,9933,8285
+,6165,6532,1174,5200,4431,1454,426,3785,7902,8283,9155,7554,3281,2327,2082,651,402,9299,2708,8213
+,4766,728,3450,7034,3420,398,8856,774,7237,7316,8906,8576,7009,650,6228,9665,3590,249,457,8110
+,7909,3216,6336,1582,5098,2430,809,5681,6350,9495,6089,2176,5097,8293,3162,120,5885,2865,7003,6162
+,7812,490,9776,4823,840,9153,6257,3492,444,1708,7846,1507,1623,8058,6621,5784,3779,7290,9428,3379
+,4293,2023,7740,3411,8264,5146,5800,3474,829,7532,3202,5096,679,7187,770,2915,4305,7945,2865,6832
+,2213,683,4981,2814,6656,1678,6305,1551,1830,3430,4812,1296,1704,8027,5661,3553,2716,5227,8587,979
+,459,6751,2472,3282,4240,2267,8242,7668,4400,1418,5612,4038,40,7862,152,4105,5595,8715,5509,3324
+,7792,9080,6671,1800,7837,2515,5221,775,3627,299,9149,4000,6775,4536,9353,4570,4143,7671,9858,1570
+,7876,55,7045,2027,3044,109,1573,2140,3483,6817,3409,5737,3429,6521,7262,2346,7673,3512,9385,6495
+,6703,2900,9448,9473,1788,4502,1213,9877,8837,3863,2066,5442,9726,4870,3709,5631,8864,9759,8543,6918
+,7320,6117,6342,1915,7239,3438,3760,4122,1358,286,1382,5992,3833,5474,6675,4621,8583,6513,3564,423
+,6802,4499,3927,7885,9154,6721,9029,9740,3773,3758,3534,8390,5710,4143,1319,2269,8162,147,756,7895
+,5712,7676,9205,9025,9654,2893,2726,529,4826,1577,8219,8370,7380,8269,2323,7776,5717,3702,5227,9586
+,517,9924,4261,198,2174,6809,6295,5171,876,6477,473,4773,5849,1144,8395,8842,198,2726,2778,9875
+,3810,7021,1351,6941,1534,9404,3164,919,4201,6043,1211,2801,8346,8685,7442,2944,5454,1490,6095,9882
+,712,9194,9723,7366,8582,3124,643,3695,4663,4307,8394,4580,9567,9802,5945,1587,8406,4059,2017,990
+,6913,1468,5568,2903,547,3986,8235,7716,4941,414,5650,1507,4099,5283,6064,1965,9141,6549,5152,2742
+,3135,5106,8903,1389,1595,7594,3931,1864,7371,1545,6963,7161,5563,5815,6077,2232,127,5041,1721,5384
+,7149,4656,5897,1082,8083,6016,3596,1822,3075,1972,771,9499,6957,8951,7709,8954,8909,4525,9652,2946
+,405,3232,7914,2517,1576,318,3055,8548,2801,91,8557,4222,3926,204,5958,9200,4037,6631,1710,6796
+,3447,2776,4746,6725,8489,8360,6369,7137,1682,1539,272,945,2581,2028,3470,1553,7117,6457,9014,7046
+,8969,4451,4749,4782,472,5799,8151,3473,6256,609,7304,9970,9292,527,4229,8967,5614,8972,2827,3764
+,1993,3808,4604,5489,4777,4262,5506,7109,1579,1658,7415,6637,4914,5727,7054,8368,8981,5827,8369,1704
+,9693,3563,6546,6194,6430,965,8269,5834,3813,9991,6532,2213,967,8675,7109,802,13,1980,1171,7077
-,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,9979,9121,1462,8429,4295,3429,4580,2649,5517,5036,2261,7975,2408,6025,7207,1331,5906,354,281,1653
+,7867,4104,4617,3158,1805,7843,4946,9191,753,6874,7382,5124,7705,1415,6261,8197,1468,5022,2780,5959
+,4571,8532,8598,7858,5272,164,8968,275,5206,4346,4618,7076,706,5336,6864,9944,7883,3544,5480,6620
+,6223,9289,7191,6760,4795,2546,9931,8417,8489,461,4570,1917,7877,7164,7505,7333,2643,4529,579,9190
+,1965,3555,4386,8184,5328,1451,2199,3787,4686,4149,5804,5298,5183,7951,3197,2304,8733,5102,4041,7975
-,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,278,5168,852,8197,4344,2672,7387,481,1429,2913,1934,2996,3131,3945,5493,2509,7148,3175,7947,7154
+,5519,9452,5101,2718,4738,1807,4700,365,3885,4452,2995,9415,1770,3089,1429,6633,503,5382,4012,292
-,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,6598,4347,5722,7607,7313,4422,8263,7418,653,1555,8703,6894,5468,9053,4220,5575,855,1731,4576,1617
+,283,4395,3070,4025,9432,8510,8142,2056,236,1540,7523,5742,8939,7223,5414,3235,4888,9177,1168,3102
+,7424,415,9604,4695,2755,8106,9231,3759,1363,5406,5311,327,8849,5939,2410,4431,7066,4209,8778,8561
+,4620,2854,1273,372,4675,5271,646,8165,631,4065,6,7486,9553,7252,7100,6729,5397,4125,8383,1642
+,7711,3834,9445,6047,4049,5564,305,5327,5989,8935,4505,2171,6601,2598,1168,8813,4685,8113,1258,1189
+,1387,7599,2775,3430,7790,4916,4410,5568,4361,4792,6409,3401,5784,4092,8509,5321,5908,3994,8667,9690
+,3279,6619,2179,6864,8118,180,6624,5181,9994,2469,6044,1244,2256,7555,8932,616,5970,4693,1006,3085
+,1418,3172,9001,7823,2125,3999,4380,6675,2156,7111,3707,3586,6752,3080,1425,6317,7424,2077,2270,9833
+,3996,8079,7095,2282,281,4206,7800,7911,9198,7556,8996,1128,1863,2157,3127,6844,9106,7953,8734,2976
+,1013,1730,4936,1005,1285,2368,2046,3962,2500,5985,8237,8504,5645,2043,8386,2993,1055,3778,6829,621
-,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5928,3341,5042,1340,7757,7533,982,3882,2093,5831,4792,5916,1124,9456,2131,4965,6005,4731,3061,5435
+,920,4115,3842,2602,4632,97,8515,2893,2987,3896,4144,5771,2527,7837,4819,2375,4570,4373,6728,3307
+,4952,4711,9043,2950,56,7864,47,9559,2148,3115,3066,4851,6334,6335,3782,496,6284,2355,4934,5961
+,6990,4978,6734,8643,5262,2010,2588,673,560,6459,3370,3703,8224,1038,6339,1853,6910,8951,8922,4378
+,3815,6850,6217,9288,4981,551,1531,5295,8648,9791,1657,2290,8350,2028,6224,1776,9777,3610,8924,8986
+,4111,4751,5112,9496,801,2357,5769,3306,4707,8612,116,2348,825,2054,3342,521,4255,9561,8803,615
+,4321,6544,9121,2068,5795,8441,2325,7229,2256,1384,6618,7945,9801,1193,6845,5759,3363,7744,1813,4308
+,4289,5279,2740,974,6281,2965,4318,5628,36,8790,9714,2954,4828,903,758,2975,4918,5881,3433,889
+,3826,9496,3796,2898,4896,4610,3521,8816,4166,5195,7937,7360,789,8354,1666,5038,3086,4950,9346,8085
+,9032,5768,4501,2771,9649,4226,3401,9085,3552,35,6500,9807,1683,5797,7763,2511,1825,5154,6490,3192
+,565,3434,1525,3627,9329,8027,328,217,2732,8248,9314,8963,8885,1967,6150,7257,1601,6649,7089,4207
+,2450,4595,5333,6406,6101,7053,7840,6853,7592,8059,7542,6054,4344,279,115,1649,9811,1228,7540,2822
+,3298,7152,3502,6840,6256,6441,9559,2107,8988,2918,5130,6301,5862,298,3535,9848,4968,9624,15,137
+,2222,2904,3951,6421,9018,7008,7202,5036,1268,4861,8162,3984,6214,6276,1651,6635,1040,6191,6510,6651
+,7473,5156,4429,903,2083,5724,3771,1782,1770,6808,3296,9069,7006,3715,7243,5378,1876,6187,1077,2370
+,8208,2686,3973,3065,832,4131,2838,3691,3662,849,9160,7390,8685,8073,6166,3579,5659,8228,7965,6435
+,2720,8109,8012,716,6011,8978,1162,1872,6618,6748,3467,8942,4919,8712,8314,4829,4685,7182,2325,4646
+,6888,5011,116,1446,9651,2225,9972,1341,1087,3587,7623,1232,8600,3549,8387,3427,2528,8671,3459,4195
+,4118,4927,9875,4203,9034,1042,3931,9948,8568,6561,2069,6377,1857,1905,9003,1684,8221,1678,9188,4468
+,7061,7212,8559,8343,728,5266,7832,5048,6790,7357,3197,5826,1045,8344,4369,2421,367,8124,1636,8098
+,740,315,1754,1958,7414,9186,8687,3697,2590,9778,5354,7498,9952,9267,4726,3855,6896,6059,9562,7615
+,274,8650,8339,5971,9079,8400,6084,5026,3736,4030,9449,549,1628,2074,8823,4697,9672,6285,6064,2231
+,4226,2645,70,57,1607,9149,8655,936,2541,2613,2445,9384,7341,4433,299,2259,863,4966,806,3584
+,8210,6341,4939,8926,4926,4103,6058,83,6921,7993,8812,8634,1442,4468,5315,5693,4447,5784,8971,1000
+,834,3391,544,8722,8586,7160,7399,3966,618,1152,9573,2330,890,4978,6593,528,5315,4657,6879,3528
+,4610,4941,8504,8119,9682,3610,540,8049,4860,5580,7262,4827,1113,8624,4394,2054,2255,7353,458,8811
+,9297,5385,7741,9947,5789,1659,1018,2451,3327,2069,5147,9077,4655,2708,5903,9698,3026,4787,2153,8261
+,2443,3298,8646,3236,7618,6828,6948,7696,2277,1774,3456,2413,3044,6145,655,6668,5203,4969,9026,2484
+,9883,1932,2035,3041,985,128,6119,9941,2892,7398,777,4631,8281,5595,6289,6701,4911,9778,6580,7741
+,6898,4150,9355,4347,6662,2466,3202,7309,39,3777,2579,4543,2273,4096,9359,8341,7352,4844,5747,4635
-,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5753,529,2430,9646,3072,1190,4200,8729,8715,8901,6111,3690,4344,183,7973,8698,3803,7849,8846,173
+,2269,9697,2556,4391,7922,9461,7357,4616,3145,1014,2407,4800,7878,2912,7125,2593,9565,3472,4029,1867
+,5135,3823,6674,9220,9098,6728,3284,7224,2756,9946,373,6550,5443,5947,3657,4632,9195,4333,8405,8582
+,3902,1687,4811,269,5487,5398,9124,1204,7226,9666,6644,1743,226,4731,9061,1390,9521,2461,1144,5715
+,2246,1880,4859,4351,4120,9733,2000,6611,3581,6826,9999,2810,4787,3668,8250,7653,343,2672,4456,9921
+,1333,6116,8194,5734,4635,4186,8077,2661,4210,181,9918,4420,5551,7189,4969,8435,740,9728,7824,4673
+,3203,1688,3042,7562,1009,1395,4021,2621,2673,3570,6267,1021,2366,6441,7495,1779,696,8904,8064,6115
+,3083,5900,6943,7939,6752,6385,715,4000,4805,3081,4868,4313,6528,7019,4409,2416,9763,1151,3851,4717
+,788,4262,994,6665,2397,7879,4934,2524,7323,5247,7679,2577,8053,2226,7606,8508,1715,7975,1304,6948
+,84,7794,1402,7752,604,7497,4691,397,2151,1126,1327,3878,9993,3725,1272,8976,346,4339,8098,9520
+,6234,9434,6534,5892,1470,1177,8469,9622,9227,7867,8998,5712,8353,2586,6083,4312,5929,7412,1111,8652
+,5558,8991,6146,3383,1582,3548,9974,6323,8428,587,3532,9142,4686,4920,3731,7848,5282,9192,5053,1175
+,9692,5774,4607,5417,6293,3716,1500,8756,571,818,1617,3357,5581,1338,2510,9706,6976,38,2659,3169
+,26,6771,6464,2228,4214,6217,6242,2301,1470,1355,7854,996,8510,7879,9533,9904,9152,8261,4439,7777
+,4253,3608,8553,8801,1465,6296,4395,2852,7435,6976,9546,4756,4695,7667,8431,7294,7527,942,5513,8933
+,1265,3292,79,1099,5065,466,368,5736,8093,7576,5985,3179,2305,1483,4841,9843,1058,2029,9529,509
+,3514,7962,2871,990,6224,4164,5964,5017,4417,3877,5347,8239,8479,4130,2406,3025,8164,5460,5537,6238
+,5297,5173,1405,6157,2125,5158,2311,1612,7652,311,8814,9521,5141,7514,7442,2002,3367,1607,8998,3336
-,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,7948,3181,8641,7180,6258,5958,6684,3728,9534,2732,320,3563,264,4658,6955,3459,9222,7851,4778,8938
+,2899,3177,2083,6309,2678,2578,6845,6953,130,264,6427,9519,7958,2328,9013,1154,7705,968,8246,3786
+,9955,3997,6885,4801,3870,404,7109,5513,1426,63,2985,3041,6943,3831,4301,7055,9303,5396,4604,4468
+,6640,7412,6499,68,7625,486,4733,1076,5927,9105,7534,6980,4678,3964,460,3395,5633,4903,1615,8026
+,4469,8497,1572,9757,6333,6323,7891,6737,8962,9766,4266,3749,8341,9023,2511,5760,9079,5921,8253,379
+,4572,4764,9162,4765,5693,6701,5660,7461,7112,5018,185,5942,4688,3036,6504,7820,6349,5087,1547,2078
+,5205,1831,1491,2721,6197,6256,552,8876,1501,9344,6865,2980,4319,1525,5980,2900,4420,5737,8642,1276
+,5120,589,899,3911,8750,1425,4846,9963,8218,3640,7134,8537,1034,776,8284,5290,3906,153,2582,8866
+,9317,7605,7039,9936,9567,9682,5617,8443,8847,2627,6761,3471,4219,7982,572,3604,8115,2807,5154,3780
+,7031,8993,6009,7633,5955,5130,5767,5604,6111,5853,4428,5264,5501,2835,7997,2578,5848,447,5883,87
+,8899,7693,4238,3070,1779,9330,3968,2757,6153,9442,563,1231,9315,8669,1714,5399,9430,7205,5056,832
+,687,8654,8996,4703,343,7065,8001,6435,966,9525,9000,1068,1012,1145,8096,9514,223,1495,4003,8772
-,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,6342,8799,6290,2192,3918,2876,9067,2628,7171,7750,1649,1979,6998,3477,6088,7991,2062,3674,2478,7705
+,3488,5127,5055,7547,9833,1462,1000,6639,3753,6941,7450,9891,8960,4760,9006,5264,7228,2033,5354,1272
+,4889,7897,5786,4723,3066,1233,4079,6644,9700,4129,584,3100,6561,928,7569,4814,6768,5128,6057,3601
+,8756,3111,7649,1525,6034,1086,8884,9117,9776,1012,2766,4273,4855,8146,8240,656,3729,4463,4018,2152
+,1894,7879,3503,3066,8322,9603,4946,8735,2442,8067,3569,4186,1603,9672,714,9828,7821,1524,1869,3963
-,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,6907,4955,6821,9058,80,2317,592,1550,7437,130,867,7931,1742,2418,2423,7698,2345,5872,5877,9259
+,8640,4675,6674,8863,340,7827,5424,7293,8734,3146,7176,7056,9162,5555,6036,8643,8648,5616,7919,3259
+,3816,8430,2828,9119,438,5098,9627,628,6456,2593,8044,1044,4886,7472,3366,1499,5680,142,3415,7631
+,1289,3767,5641,2561,8482,5505,9938,3725,8218,4745,9987,2242,3811,9831,5195,2311,6673,3406,5078,5688
+,2697,9301,5478,7762,4354,9197,2660,110,2302,3475,7510,1432,9434,8106,9276,3526,3610,1040,3572,1085
+,433,1840,1315,9725,8053,2470,7105,7096,1475,4857,7275,8451,6765,4238,5719,4076,8298,5265,2544,2805
+,1343,946,102,1196,3587,1208,3919,7353,2858,9996,1989,649,4175,5062,6812,8661,7636,237,6983,2656
-,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,7101,2774,4441,9447,4285,2430,4916,6133,9932,2375,7091,4095,4885,4835,4836,7936,581,9609,8414,1651
+,5544,590,3716,7575,5481,241,9410,1624,9207,8125,3901,2423,6308,4783,3513,7527,5081,424,7652,7034
+,9026,6601,1526,5571,4275,6924,8534,2394,8387,8163,5625,2922,7600,1935,4738,1094,2507,3624,7569,8709
+,8815,7300,6411,7415,4085,9944,6642,4834,3799,5859,3670,6702,245,9514,2226,1737,8505,4581,4751,9387
+,5987,3300,4873,7467,6518,3061,3582,7953,6591,1041,7360,5486,4023,2861,4162,3586,834,4464,2310,5163
+,8727,5195,5095,2855,4706,187,9141,3308,9864,1788,1507,8748,8807,6567,6836,5699,4328,2255,3824,8002
+,8388,3611,1866,8036,8938,1456,2590,2133,6819,6773,432,594,7351,2353,3205,6990,5639,2445,992,2554
+,5649,1031,8548,2322,8506,5899,1852,7093,8940,9815,1883,9563,6268,2188,8098,5781,6681,2103,7112,8236
+,7858,4155,2345,7600,60,9345,5531,7905,2575,1949,8647,4042,1343,3704,8038,1842,9369,6090,3102,7342
-,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,579,4798,5187,8101,9849,463,7961,9046,7154,7245,194,7465,4024,1098,3677,8707,7559,4081,2055,981
+,8964,267,1118,7582,6651,9237,1798,5894,3691,1909,9221,169,2634,4228,1742,9309,601,1553,5983,5786
-,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,2331,4974,9572,4774,4998,5593,8692,7963,1858,8501,6140,2538,7439,4810,6883,9644,9809,2653,3596,6967
+,6874,2890,3205,8662,1747,7874,864,2252,6819,6373,1615,6287,9365,4389,601,7187,2191,8802,5867,3033
+,4794,4133,8250,3551,9689,9151,4655,6487,2348,2889,7644,9819,8266,2862,2220,1762,902,3917,8292,3002
+,2712,7152,8407,1877,1835,5509,4641,7423,120,3548,4118,2052,2531,6224,3778,7971,66,8523,51,9200
+,6677,7383,6278,1479,515,6141,2221,4218,1564,1219,3037,8683,6645,9258,2238,8642,238,89,5732,7835
+,9748,6753,6829,1098,8179,6761,4041,7025,7960,7117,3854,3327,1740,1719,3982,1042,9827,6991,3443,273
+,9528,9223,4400,4475,8618,5323,9524,8761,5819,9900,5427,1104,8938,6988,7708,31,1546,4404,243,3105
+,5007,8484,5033,1534,1421,9586,5765,2956,2037,9227,9439,4,3296,1714,7824,8241,4752,3595,8819,2375
+,3966,484,7925,5983,1267,2057,7162,1293,1729,6009,2239,2426,7112,3697,9519,959,6583,7599,8231,1954
+,8235,4061,3556,7356,2839,8859,9075,3417,1634,1799,5584,445,8911,3676,803,1788,962,4825,8593,194
+,3666,7762,378,5526,2533,5869,3991,2232,2312,1866,7160,333,3164,815,6973,4003,2754,5589,3815,7366
+,7078,7982,5009,7072,6912,1262,4351,4631,8343,3888,6184,2295,2450,2170,2999,9681,6109,701,7596,1992
+,1581,3073,7397,3198,2086,5464,4601,4476,5995,9048,8523,9933,8719,2620,4382,197,3683,7138,6403,1404
+,1002,7502,5797,9114,2944,8808,7646,2644,4251,473,9519,1605,2241,8730,1722,4354,6532,4201,241,6782
+,6634,1265,4458,8833,1653,3495,2379,8015,4661,8017,1043,8302,1467,2933,500,4884,39,1508,1275,5932
+,7104,2127,5380,2561,9182,7310,9171,437,5958,9666,9688,1623,1485,1431,9567,4643,3439,8647,505,4308
-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,1554,172,7713,2029,8221,2361,2326,4780,1661,801,8182,7671,7298,4651,5141,8809,5733,5184,4499,7163
+,3941,1651,6342,3561,4200,1024,260,3127,9469,2359,4154,7512,4731,746,4937,8519,6526,4990,4615,7305
+,3834,2261,845,2795,9319,406,2664,9044,1709,1613,9570,2631,2459,8718,4364,8139,3670,5788,1037,9196
+,9306,6436,1211,7860,2276,7826,3822,2865,9343,3134,4951,2366,9116,4155,9118,9755,9779,8414,6157,3177
+,7192,7929,2741,7409,1142,1886,7649,2092,4075,8704,6259,3660,2036,1623,7162,9760,7190,6907,850,4741
-,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,8515,8630,4958,9074,4148,638,174,3858,5189,4367,3683,8749,3914,5715,5988,3583,2726,5002,1725,3605
+,4379,3857,1527,6086,9062,8900,2278,491,4714,6501,3638,4623,5154,2731,81,7930,228,3887,4909,8863
+,8341,7167,5214,3314,7566,6881,4893,289,9322,6424,544,9283,3537,2108,8731,9873,2968,8250,7697,8315
+,4122,8829,7184,4202,3087,5750,416,9167,4634,7153,3380,997,2822,966,3288,4120,3943,70,4928,8364
+,9728,1663,4559,1246,4783,9486,9135,2287,7284,7716,7983,3419,1952,1675,4935,8504,9059,3475,3037,9980
+,3162,2747,5997,8343,5329,3,6531,5059,354,4069,9487,8211,7242,8568,4667,3687,7471,4522,4064,3071
+,7535,5452,9502,7669,4925,7256,5104,5098,388,5204,1395,4063,6162,6326,4036,4159,9257,9217,6137,9423
-,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,8858,8156,9759,7424,7255,4144,9242,388,7056,7415,5046,5343,8598,2113,9443,8580,8123,555,2761,5299
+,1351,1509,3790,6083,9900,7429,5028,2834,8658,1365,605,4123,9480,6260,3517,8907,3472,2434,7654,2968
+,4017,8189,8376,8249,9157,4354,1960,3901,9311,5384,4259,7798,3068,289,1091,2916,9474,9970,7179,6616
+,3394,9589,9328,9160,8926,409,93,3557,7670,5731,4316,9638,4345,8915,4135,9326,681,3109,9707,8397
+,4416,4711,8583,542,1826,7702,8453,103,3509,5773,4610,4598,3301,3773,1124,8685,6600,2325,876,4290
+,495,6702,9350,3792,2915,3728,9357,8849,9134,4500,4349,2541,2606,3301,2674,748,7386,7477,2524,7448
-,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,4996,7939,7225,3286,2953,8896,9912,7242,8061,8676,6164,6264,3514,6563,2808,5483,1899,6035,2203,1332
+,456,1555,5031,6707,7919,4022,443,6269,8097,317,8770,201,7153,401,9935,9290,2894,4758,1614,9455
+,8947,9325,947,6127,2937,7601,8076,2235,3122,3850,2601,2739,3457,9669,5909,6070,748,8413,3694,9069
+,4445,7988,1593,8505,7631,2294,2834,7664,639,7149,7006,2521,5765,8883,3091,1275,9832,6103,1640,1914
+,2113,1056,740,3189,5456,9087,9437,3378,3637,2246,8848,8713,7934,560,8090,4353,9017,1376,5830,4274
+,7811,3474,104,512,312,8632,1221,2887,6577,6897,9631,3680,843,2899,4332,6458,9143,7702,4561,4965
+,2300,3776,168,7135,5446,1100,1506,8567,8090,8602,6393,2523,3197,2869,6850,8279,1381,7033,5491,1674
+,107,4630,4546,4715,8478,5696,935,9434,8447,1950,8358,9328,1569,7575,7692,6216,2549,8642,1646,7505
+,4691,2260,4766,5134,34,794,9972,8013,7497,3574,7946,8601,7560,9218,1045,1517,1277,8888,2405,5789
+,2818,4309,231,881,5580,3963,1582,5790,2951,752,4336,8994,9686,6650,7853,8321,507,7356,9545,428
+,5121,682,5573,4670,3868,1245,7015,7396,1587,4638,7274,1321,1387,6930,59,5914,890,4991,1750,7799
+,3129,6364,7551,9447,2092,6871,652,3547,2698,1938,4174,176,1206,5526,2019,2631,5800,5930,7188,3475
-,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5674,5693,8883,2648,2919,3856,1637,1365,1847,4339,1174,4167,9569,5858,4281,234,4138,452,9685,9040
+,4252,7545,9394,5302,1118,9079,5295,9129,6549,2158,8279,8377,9368,2874,5521,3558,7123,5135,2805,7412
+,2518,240,9318,41,4562,1553,2922,1472,3285,333,6733,3098,7013,7897,9408,774,7124,6585,3453,3905
+,5654,2573,3806,7387,2735,7408,6560,4121,5286,7470,5701,7806,9837,6771,2317,5705,5813,5918,132,8602
-,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,551,5459,5691,8134,8023,2997,6482,9129,1207,8281,7771,4392,3073,3541,8268,3418,8423,8644,2393,1156
+,7096,2433,5219,234,7774,3929,9274,2032,433,897,9748,3273,3971,4949,6296,533,5548,8780,7169,6335
+,1580,8105,5960,812,3701,2943,8473,6961,9301,3386,5322,8479,7228,6602,4569,9666,3782,6311,6128,4804
+,4073,7736,532,8832,3292,6486,3708,7145,2658,4980,8293,778,8114,6300,5264,9543,4300,1250,6485,4635
+,2743,7864,8307,5835,6643,204,6588,4564,6751,8426,8435,7286,8442,759,9924,2276,2163,733,7488,5447
+,2882,8242,3323,5677,2342,3298,5790,6671,2239,1738,7536,6446,4534,5730,8477,9107,2803,4861,9763,6187
+,2380,6385,2492,9376,8577,5154,3685,6011,4550,3143,6751,5466,8290,513,3902,1850,3534,4741,5859,4709
+,7012,5819,4804,3371,4576,8793,7674,7331,2764,9707,4775,6047,9621,802,2467,1146,7961,4691,3320,4410
+,1697,6374,1060,2287,2338,7467,3018,3401,7924,9068,4231,1994,9016,2215,4670,6367,4259,697,1497,1088
+,1347,9144,5385,288,5971,9344,8405,2631,3820,7219,2935,1409,8862,5053,7997,8138,1535,5769,8533,1620
